"predicate","rating","name","CC","participant_id","age","gender","rt","trial_index"
"underline",-1,"Evan","the gate opened","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",4272,7
"warrant",-1,"Charlie","the airbag deployed","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",6452,8
"mutter",1,"Jamie","the knot tightened","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",3832,10
"complain",1,"Dylan","the factory closed","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",3013,11
"suggest",-1,"Blake","the computer restarted","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",3980,12
"show",-0.98,"Harper","the bolt loosened","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",6376,13
"swear",1,"Morgan","the room darkened","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",6647,14
"know",-1,"Reese","the balloon popped","5e607308-98ee-4d0e-a53f-8ab93250ee62","37","female",4102,15
"prove",-1,"Stevie","the gate opened","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",12655,4
"reaffirm",-0.02,"Blake","the factory closed","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",11915,5
"retract",1,"Jamie","the paper burned","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",33641,6
"stipulate",-0.04,"Evan","the airbag deployed","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",31940,7
"bellow",-0.04,"Dylan","the sauce thickened","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",31867,8
"email",-0.02,"Harper","the egg cracked","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",10459,9
"squeal",0,"Jordan","the balloon popped","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",4323,10
"elaborate",1,"Charlie","the computer restarted","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",24710,11
"fake",1,"Frankie","the knot tightened","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",16196,12
"joke",1,"Morgan","the bolt loosened","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",11749,14
"corroborate",1,"Reese","the room darkened","dbe5d2fd-dc4d-43b2-83ed-03935192ab47","25","non-binary",4749,15
"shout",0.98,"Reese","the factory closed","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",9902,5
"indicate",0,"Jordan","the room darkened","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",9698,6
"log",-1,"Dylan","the egg cracked","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",5135,7
"elaborate",-1,"Charlie","the gate opened","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",6460,8
"summarize",-0.98,"Evan","the bolt loosened","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",7014,9
"publicize",-1,"Stevie","the knot tightened","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",6376,10
"mark",-0.98,"Jamie","the computer restarted","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",6898,11
"prove",-1,"Harper","the paper burned","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",5820,12
"emphasize",-1,"Morgan","the balloon popped","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",4389,13
"affirm",-1,"Frankie","the sauce thickened","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",27664,14
"charge",-0.96,"Blake","the airbag deployed","1252ec3d-b1a9-4e7d-94fb-6427049048a0","32","female",26414,15
"uncover",1,"Charlie","the airbag deployed","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",8152,3
"certify",0,"Morgan","the room darkened","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",12608,4
"sob",1,"Frankie","the bolt loosened","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",6113,6
"contest",1,"Dylan","the balloon popped","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",8834,7
"reassert",-0.02,"Reese","the sauce thickened","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",8333,8
"cheer",1,"Stevie","the egg cracked","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",6607,10
"dispute",1,"Blake","the paper burned","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",4688,11
"squeal",1,"Jordan","the factory closed","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",5061,12
"quarrel",1,"Harper","the computer restarted","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",4639,13
"fess up",1,"Jamie","the knot tightened","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",4389,14
"say",1,"Evan","the gate opened","2fbabc07-a3c0-41ce-a21a-57d7b268baad","53","male",5028,15
"blog",-1,"Evan","the sauce thickened","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",8192,3
"express",0,"Stevie","the bolt loosened","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",101358,4
"gush",0,"Morgan","the airbag deployed","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",3048,5
"chatter",0,"Harper","the factory closed","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",3910,6
"admit",0,"Jordan","the balloon popped","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",3119,7
"mumble",0,"Jamie","the egg cracked","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",4607,9
"whimper",0,"Charlie","the paper burned","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",3319,10
"indicate",0,"Blake","the computer restarted","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",4639,11
"gab",0,"Frankie","the room darkened","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",4623,13
"whine",1,"Dylan","the gate opened","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",7735,14
"spout",1,"Reese","the knot tightened","f1abf172-6dbc-4a0c-8151-f71d781e4212","51","female",5023,15
"know",0.84,"Reese","the balloon popped","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",10854,3
"share",1,"Jamie","the bolt loosened","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",10947,4
"gasp",0.96,"Evan","the factory closed","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",7855,5
"phone",0.84,"Frankie","the airbag deployed","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",9382,6
"denounce",0.88,"Morgan","the room darkened","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",5324,7
"howl",1,"Dylan","the gate opened","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",7313,8
"say",1,"Jordan","the paper burned","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",4416,9
"announce",1,"Blake","the egg cracked","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",7968,10
"mention",0.18,"Stevie","the computer restarted","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",8340,11
"lie",0.92,"Charlie","the knot tightened","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",6841,12
"describe",-0.4,"Harper","the sauce thickened","b3bf26c2-1403-4323-8458-43e6655b53ba","40","male",26962,15
"sob",1,"Dylan","the bolt loosened","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",23221,3
"disclose",1,"Harper","the airbag deployed","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",9541,4
"dispute",1,"Evan","the computer restarted","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",9638,6
"whisper",1,"Stevie","the room darkened","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",11296,7
"write",1,"Jordan","the gate opened","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",8501,8
"divulge",1,"Jamie","the egg cracked","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",4622,10
"stress",1,"Reese","the knot tightened","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",5263,11
"report",1,"Morgan","the balloon popped","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",5422,12
"denounce",1,"Frankie","the factory closed","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",6463,13
"elaborate",1,"Blake","the sauce thickened","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",5038,14
"bitch",1,"Charlie","the paper burned","c41590de-b49e-4f81-ac3d-8505a69125bc","69","male",5919,15
"log",1,"Jordan","the sauce thickened","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",9975,3
"summarize",1,"Charlie","the balloon popped","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",12470,4
"recap",0.4,"Dylan","the computer restarted","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",11935,5
"narrate",0.16,"Frankie","the knot tightened","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",9335,6
"affirm",-0.36,"Morgan","the paper burned","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",7838,7
"scoff",1,"Jamie","the room darkened","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",12583,8
"utter",-0.52,"Evan","the gate opened","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",10894,10
"whine",0.78,"Reese","the airbag deployed","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",13215,12
"moan",0.86,"Stevie","the egg cracked","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",8655,13
"cheer",-0.34,"Blake","the bolt loosened","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",6199,14
"swear",0.22,"Harper","the factory closed","85694ff7-1418-4c9f-90ae-e9a66cf34327","33","female",10447,15
"divulge",1,"Jamie","the gate opened","17f7074e-1982-422d-98b9-57670f16a418","42","female",11150,3
"relate",1,"Reese","the knot tightened","17f7074e-1982-422d-98b9-57670f16a418","42","female",8460,4
"posit",0,"Dylan","the balloon popped","17f7074e-1982-422d-98b9-57670f16a418","42","female",54171,5
"retort",1,"Blake","the computer restarted","17f7074e-1982-422d-98b9-57670f16a418","42","female",6746,6
"attest",0.02,"Harper","the airbag deployed","17f7074e-1982-422d-98b9-57670f16a418","42","female",25833,7
"fax",1,"Stevie","the egg cracked","17f7074e-1982-422d-98b9-57670f16a418","42","female",9883,8
"warrant",0,"Morgan","the paper burned","17f7074e-1982-422d-98b9-57670f16a418","42","female",39580,10
"wager",0.02,"Charlie","the sauce thickened","17f7074e-1982-422d-98b9-57670f16a418","42","female",20934,11
"say",0,"Jordan","the bolt loosened","17f7074e-1982-422d-98b9-57670f16a418","42","female",8830,12
"rave",0,"Frankie","the factory closed","17f7074e-1982-422d-98b9-57670f16a418","42","female",26049,13
"email",0,"Evan","the room darkened","17f7074e-1982-422d-98b9-57670f16a418","42","female",11359,15
"deny",1,"Jamie","the factory closed","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",6876,3
"add",1,"Morgan","the sauce thickened","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",6280,4
"type",1,"Evan","the computer restarted","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",5168,5
"stress",1,"Frankie","the bolt loosened","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",3983,6
"joke",1,"Blake","the knot tightened","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",8345,7
"suggest",1,"Reese","the balloon popped","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",4946,8
"chant",1,"Dylan","the airbag deployed","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",14211,9
"lie",1,"Charlie","the gate opened","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",4136,12
"specify",1,"Harper","the egg cracked","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",3792,13
"promise",1,"Stevie","the paper burned","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",4677,14
"retort",1,"Jordan","the room darkened","3e8c599c-dac6-4bb6-a484-b5af9e1428cb","65","female",4436,15
"guarantee",-0.44,"Evan","the room darkened","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",15512,3
"quip",1,"Frankie","the factory closed","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",9027,4
"fess up",1,"Morgan","the bolt loosened","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",8203,5
"clarify",-0.66,"Charlie","the sauce thickened","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",24324,6
"confess",0.02,"Reese","the balloon popped","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",9466,7
"sing",-0.12,"Jamie","the egg cracked","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",5652,10
"pout",1,"Harper","the computer restarted","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",5669,11
"retract",0.68,"Jordan","the knot tightened","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",9499,12
"concede",0,"Dylan","the paper burned","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",4221,13
"warrant",0.36,"Blake","the airbag deployed","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",6045,14
"flaunt",1,"Stevie","the gate opened","01abb0e5-45f5-4bbd-9298-901a92d5cf71","39","male",4237,15
"mumble",-1,"Harper","the bolt loosened","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",11135,3
"signify",-1,"Charlie","the factory closed","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",3865,4
"share",1,"Morgan","the sauce thickened","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",5027,5
"apologize",1,"Evan","the paper burned","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",4635,6
"write",-1,"Blake","the knot tightened","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",8362,7
"confess",1,"Reese","the gate opened","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",3343,8
"joke",-1,"Jordan","the computer restarted","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",7122,10
"summarize",1,"Dylan","the egg cracked","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",16905,12
"sob",1,"Jamie","the airbag deployed","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",9695,13
"warn",1,"Stevie","the balloon popped","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",5489,14
"uphold",1,"Frankie","the room darkened","ef3f2f80-1575-4d59-9e85-2031e0a51a78","45","male",4362,15
"apologize",1,"Jamie","the room darkened","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",8020,3
"underline",0.5,"Charlie","the paper burned","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",8809,4
"charge",-0.68,"Harper","the bolt loosened","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",6167,5
"scream",0.3,"Reese","the sauce thickened","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",7129,7
"corroborate",-0.6,"Evan","the factory closed","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",4235,8
"suggest",-0.64,"Morgan","the airbag deployed","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",4509,9
"express",-0.38,"Blake","the gate opened","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",4801,10
"publicize",0.36,"Dylan","the computer restarted","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",5607,11
"blog",0.76,"Stevie","the egg cracked","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",3755,12
"affirm",-0.58,"Jordan","the balloon popped","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",4301,13
"tweet",0.4,"Frankie","the knot tightened","bf69db25-d684-4ef2-bc5c-1893be4cc070","35","female",5411,14
"contest",0.68,"Reese","the egg cracked","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",32698,3
"proclaim",0.66,"Jamie","the bolt loosened","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",10898,4
"mark",-0.72,"Frankie","the factory closed","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",40844,5
"communicate",-0.72,"Morgan","the balloon popped","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",14989,7
"circulate",-0.72,"Dylan","the knot tightened","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",14277,8
"repeat",-0.68,"Evan","the room darkened","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",18921,9
"brag",-0.7,"Stevie","the sauce thickened","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",10845,10
"apologize",0.98,"Jordan","the airbag deployed","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",10813,12
"bitch",0.98,"Harper","the computer restarted","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",15493,13
"shout",0.46,"Charlie","the paper burned","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",34757,14
"rave",-0.68,"Blake","the gate opened","6ce8e609-0364-4f2b-85f7-dcf249416cf4","53","male",29242,15
"endorse",1,"Reese","the knot tightened","530bd899-aa97-4a83-9689-87e3204833ac","56","male",12564,3
"point out",1,"Harper","the sauce thickened","530bd899-aa97-4a83-9689-87e3204833ac","56","male",11954,4
"show",1,"Blake","the egg cracked","530bd899-aa97-4a83-9689-87e3204833ac","56","male",19404,5
"cry",1,"Evan","the factory closed","530bd899-aa97-4a83-9689-87e3204833ac","56","male",9767,7
"retort",1,"Jamie","the gate opened","530bd899-aa97-4a83-9689-87e3204833ac","56","male",14499,8
"shriek",1,"Dylan","the bolt loosened","530bd899-aa97-4a83-9689-87e3204833ac","56","male",7836,10
"sigh",1,"Frankie","the room darkened","530bd899-aa97-4a83-9689-87e3204833ac","56","male",5342,11
"howl",1,"Stevie","the airbag deployed","530bd899-aa97-4a83-9689-87e3204833ac","56","male",8388,12
"gloat",1,"Jordan","the paper burned","530bd899-aa97-4a83-9689-87e3204833ac","56","male",7446,13
"assert",1,"Charlie","the computer restarted","530bd899-aa97-4a83-9689-87e3204833ac","56","male",9057,14
"concede",1,"Morgan","the balloon popped","530bd899-aa97-4a83-9689-87e3204833ac","56","male",38518,15
"complain",1,"Stevie","the gate opened","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",14944,4
"publicize",0.68,"Evan","the factory closed","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",13590,5
"communicate",0.78,"Jamie","the balloon popped","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",12859,7
"uphold",0.28,"Dylan","the paper burned","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",19900,8
"deny",-0.08,"Blake","the egg cracked","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",15811,9
"divulge",-0.1,"Reese","the computer restarted","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",15313,10
"sing",-0.76,"Charlie","the airbag deployed","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",21371,11
"warrant",-0.5,"Frankie","the room darkened","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",10836,12
"establish",-0.66,"Jordan","the sauce thickened","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",17663,13
"imply",-0.32,"Morgan","the knot tightened","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",8459,14
"joke",-0.84,"Harper","the bolt loosened","c60487c6-a1b0-4d16-afc1-6bbd7e43aaf3","61","female",9268,15
"lecture",0,"Evan","the gate opened","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",7179,4
"shriek",0,"Reese","the balloon popped","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",6748,5
"murmur",0,"Dylan","the paper burned","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",3063,6
"guarantee",0,"Frankie","the egg cracked","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",4098,7
"babble",0,"Jordan","the airbag deployed","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",7430,8
"mark",0,"Charlie","the knot tightened","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",2631,9
"scribble",0,"Blake","the factory closed","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",3047,10
"fabricate",0.02,"Harper","the computer restarted","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",18532,11
"concede",0,"Jamie","the bolt loosened","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",3548,12
"whimper",0.0600000000000001,"Stevie","the room darkened","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",7181,13
"answer",0,"Morgan","the sauce thickened","9f52b732-0c2f-4d7f-83b5-242ac9a9eb66","46","female",3797,14
"lecture",-0.02,"Evan","the gate opened","01635669-5638-479c-a299-e93a5ff80576","66","male",9979,3
"underline",0,"Jordan","the paper burned","01635669-5638-479c-a299-e93a5ff80576","66","male",12698,4
"utter",0.02,"Reese","the bolt loosened","01635669-5638-479c-a299-e93a5ff80576","66","male",6366,5
"proclaim",0.04,"Jamie","the room darkened","01635669-5638-479c-a299-e93a5ff80576","66","male",6534,6
"radio",0.02,"Frankie","the egg cracked","01635669-5638-479c-a299-e93a5ff80576","66","male",5148,7
"reaffirm",0,"Stevie","the computer restarted","01635669-5638-479c-a299-e93a5ff80576","66","male",8732,10
"retract",0,"Morgan","the factory closed","01635669-5638-479c-a299-e93a5ff80576","66","male",7732,11
"restate",0.04,"Charlie","the balloon popped","01635669-5638-479c-a299-e93a5ff80576","66","male",5749,12
"uncover",0,"Blake","the airbag deployed","01635669-5638-479c-a299-e93a5ff80576","66","male",5600,13
"grunt",0.02,"Harper","the sauce thickened","01635669-5638-479c-a299-e93a5ff80576","66","male",5752,14
"dismiss",0,"Dylan","the knot tightened","01635669-5638-479c-a299-e93a5ff80576","66","male",5297,15
"display",1,"Dylan","the gate opened","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",8037,3
"shriek",1,"Reese","the airbag deployed","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",6530,4
"tease",0.88,"Morgan","the bolt loosened","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",5824,5
"expose",0.8,"Stevie","the factory closed","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",4415,6
"broadcast",0.84,"Frankie","the room darkened","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",5510,7
"swear",0.6,"Jordan","the egg cracked","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",4600,8
"quip",0.78,"Harper","the knot tightened","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",7459,10
"divulge",0.44,"Jamie","the computer restarted","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",5976,11
"disclose",0.8,"Blake","the paper burned","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",3504,12
"exclaim",0.56,"Charlie","the balloon popped","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",3886,13
"gab",0.38,"Evan","the sauce thickened","bc66246a-8721-46cb-b63a-6583faca22aa","45","female",5883,14
"respond",-0.8,"Reese","the factory closed","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",22789,3
"type",-0.2,"Evan","the room darkened","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",16463,4
"fabricate",0.6,"Jamie","the balloon popped","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",9468,5
"dismiss",0.56,"Morgan","the paper burned","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",10007,6
"utter",0.44,"Blake","the computer restarted","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",8848,7
"promise",-0.62,"Harper","the knot tightened","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",11544,8
"praise",-0.54,"Stevie","the bolt loosened","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",13852,9
"gloat",0.52,"Dylan","the egg cracked","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",9740,10
"certify",-0.22,"Charlie","the gate opened","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",12814,11
"signify",-0.22,"Jordan","the airbag deployed","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",9686,12
"write",-0.08,"Frankie","the sauce thickened","14b1fd8e-4fc5-4624-b066-ad5b51ac36a5","35","female",9719,13
"challenge",0.84,"Dylan","the computer restarted","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",16274,3
"advise",-0.86,"Jamie","the airbag deployed","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",9568,4
"promise",0.16,"Charlie","the paper burned","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",9899,5
"certify",0.14,"Frankie","the knot tightened","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",13459,6
"publish",-0.7,"Stevie","the balloon popped","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",11985,7
"reject",0.54,"Evan","the gate opened","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",9968,8
"advertise",-0.78,"Reese","the room darkened","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",6249,9
"fax",-0.96,"Jordan","the bolt loosened","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",9271,10
"reply",-0.42,"Morgan","the sauce thickened","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",7425,13
"relate",-0.5,"Harper","the factory closed","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",7502,14
"summarize",0.14,"Blake","the egg cracked","fc07fd22-097a-48b1-bcab-9a508de55857","63","female",6118,15
"squeal",1,"Dylan","the airbag deployed","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",14538,3
"proclaim",0.38,"Morgan","the factory closed","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",18884,4
"share",0.8,"Charlie","the bolt loosened","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",8493,5
"showcase",1,"Jamie","the room darkened","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",6821,6
"email",0.72,"Jordan","the balloon popped","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",90581,7
"phone",0.38,"Frankie","the knot tightened","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",8269,9
"cheer",0.46,"Reese","the gate opened","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",6160,11
"rant",1,"Harper","the sauce thickened","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",36471,12
"contend",0.48,"Evan","the paper burned","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",9452,13
"endorse",-0.22,"Blake","the egg cracked","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",11483,14
"broadcast",0.88,"Stevie","the computer restarted","e6fc79ef-ff5b-4b9d-bc61-a8ac36c93969","33","female",10814,15
"record",1,"Jordan","the balloon popped","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",9850,3
"admit",1,"Dylan","the computer restarted","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",7899,4
"warn",1,"Frankie","the factory closed","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",6221,6
"confirm",1,"Evan","the knot tightened","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",11400,7
"maintain",1,"Stevie","the gate opened","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",11875,8
"exhibit",-1,"Morgan","the bolt loosened","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",11982,9
"praise",1,"Charlie","the sauce thickened","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",7267,10
"chatter",1,"Blake","the paper burned","169c02e5-0686-4641-9e9b-50dce24fd149","46","male",7721,11
